Gene,WT_a,WT_b,null_a,null_b,R61K_a,R61K_b,R61H_a,R61H_b,F71Y_a,F71Y_b,Start,End,Strand,Reference,Locus,Product,Note
rbsR,689,894,291,332,365,503,214,446,567,614,3701411,3702391,+,chr,BSU35910,LacI family transcriptional regulator,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 16519689; Product type r: regulator
rbsK,815,628,308,260,414,437,202,375,418,467,3702393,3703274,+,chr,BSU35920,ribokinase,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 16978644, 7921236; Product type e: enzyme"
rbsD,147,177,38,41,73,77,24,61,95,129,3703271,3703666,+,chr,BSU35930,D-ribose pyranase,cytoplasmic mutarotase that catalyzes the conversion between beta-pyran and beta-furan forms of D-ribose; RbsD is required for efficient ribose utilization in E. coli; rbsD-mutant E. coli strains are unable to use ribose as a sole carbon source
rbsA,680,820,138,149,276,302,106,249,387,561,3703682,3705163,+,chr,BSU35940,ribose ABC transporter ATP-binding protein,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 7921236; Product type t : transporter
rbsC,531,433,109,95,198,172,87,139,192,290,3705165,3706133,+,chr,BSU35950,ribose ABC transporter permease,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15849754, 16850406, 7921236; Product type t: transporter"
rbsB,580,686,137,145,228,299,121,215,327,461,3706145,3707062,+,chr,BSU35960,ribose ABC transporter ribose-binding lipoprotein,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 7921236; Product type t : transporter
ywsB,281,313,150,121,159,166,75,144,179,372,3707144,3707680,+,chr,BSU35970,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 15187182
ywsA,88,20,77,29,65,31,68,39,32,39,3707836,3708132,+,chr,BSU35980,hypothetical protein,Evidence 5: No homology to any previously reported sequences; PubMedId: 11782522
ywrO,1130,1449,1011,1322,904,1603,1000,1316,1257,1211,3708172,3708699,-,chr,BSU35990,nitroreductase,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11782522; Product type e: enzyme
alsD,284,376,383,472,336,494,361,591,486,481,3708799,3709566,-,chr,BSU36000,alpha-acetolactate decarboxylase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10972805, 12363365, 17183216, 7685336; Product type e: enzyme"
alsS,590,991,597,981,578,1252,631,1235,1005,1162,3709628,3711340,-,chr,BSU36010,acetolactate synthase,catalyzes the formation of 2-acetolactate from pyruvate in stationary phase
alsR,275,259,296,309,247,395,262,337,292,345,3711498,3712406,+,chr,BSU36020,LysR family transcriptional regulator,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10809684, 10972805, 12363365, 15978075, 17183216, 7685336; Product type r : regulator"
ywrK,67,95,52,92,73,131,41,92,66,106,3712617,3713945,+,chr,BSU36030,Na+/H+ antiporter,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pt: transporter"
ywrJ,23,27,14,18,24,46,17,24,18,45,3714002,3714679,-,chr,BSU36040,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 14762006
cotB,48,56,40,71,51,60,21,77,75,91,3714739,3715881,-,chr,BSU36050,spore coat protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10559171, 11737650, 14762006, 8755863; Product type f: factor"
cotH,20,25,12,33,28,36,21,33,21,26,3716009,3717097,-,chr,BSU36060,spore coat protein,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 14762006; Product type f: factor
cotG,28,3,2,7,10,4,4,10,13,12,3717238,3717825,+,chr,BSU36070,spore morphogenetic protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11737650, 14762006, 15621419; Product type cp: cell process"
ywrF,221,294,239,312,224,379,244,406,301,361,3717999,3718616,+,chr,BSU36080,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
ywrE,314,535,139,342,179,401,128,401,350,455,3718794,3719129,+,chr,BSU36090,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
ywrD,297,108,230,56,274,99,207,89,99,127,3719134,3720711,-,chr,BSU36100,gamma-glutamyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 14762019; Product type pe :  enzyme"
ywrC,185,220,168,144,184,210,135,180,184,195,3720925,3721401,+,chr,BSU36110,Lrp/AsnC family transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
ywrB,260,226,177,235,228,208,189,241,200,235,3721415,3722008,+,chr,BSU36120,anion transporter,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pt: transporter"
ywrA,154,86,189,74,169,98,125,73,78,108,3722005,3722541,+,chr,BSU36130,anion transporter,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pt: transporter"
ywqO,58,36,60,23,57,31,53,39,30,27,3722568,3722789,-,chr,BSU36140,hypothetical protein,Evidence 5: No homology to any previously reported sequences
ywqN,249,364,159,211,182,216,190,258,239,276,3722786,3723331,-,chr,BSU36150,oxidoreductase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
ywqM,432,423,389,312,447,350,318,461,359,443,3723454,3724335,+,chr,BSU36160,LysR family transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
ywqL,2061,1794,1739,1620,1610,1540,1421,1944,1530,1644,3724420,3725136,-,chr,BSU36170,deoxyribonuclease V,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 1692969; Product type pe :  enzyme"
ywqK,1200,3553,933,3026,739,2971,713,3619,2578,3336,3725146,3725610,-,chr,BSU36180,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
ywqJ,4249,5614,3008,5212,2809,5341,2629,5633,4348,5443,3725600,3727408,-,chr,BSU36190,transposase or phage integrase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
ywqI,774,1094,533,1047,546,973,447,1272,964,1233,3727427,3727687,-,chr,BSU36200,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
ywqH,1086,2483,758,2131,717,2225,599,3071,2197,2950,3727697,3728119,-,chr,BSU36210,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 15101989
ywqG,825,999,619,1045,497,931,522,1060,918,940,3728511,3729296,-,chr,BSU36220,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
ywqF,1342,1194,946,889,1019,1126,922,1038,995,1087,3729488,3730810,-,chr,BSU36230,UDP-glucose dehydrogenase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15741737, 15866923, 16415592; Product type e: enzyme"
ywqE,481,515,304,402,285,480,316,404,364,391,3731005,3731769,-,chr,BSU36240,protein tyrosine-phosphatase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15866923, 16415592, 16549871; Product type e: enzyme"
ptkA,1031,807,811,753,616,690,717,930,641,746,3731822,3732535,-,chr,BSU36250,protein tyrosine kinase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 12970183, 15741737, 16415592, 16549871, 17367396; Product type e: enzyme"
ywqC,1636,1765,1157,1617,1082,1561,1057,1847,1323,1557,3732525,3733271,-,chr,BSU36260,modulator of YwqD protein tyrosine kinase activity,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 12970183; Product type f: factor
ywzD,45,120,50,83,34,147,43,181,161,177,3733505,3733648,-,chr,BSU36269,hypothetical protein,Evidence 5: No homology to any previously reported sequences
ywqB,1190,1271,842,997,875,1167,765,1139,993,1256,3733852,3735462,+,chr,BSU36270,replication initiation protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf:  factor"
ywqA,3757,3587,2647,2641,2761,3099,2598,3227,2976,3228,3735449,3738217,+,chr,BSU36280,ATP-binding SNF2 helicase or protein kinase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf:  factor"
ywpJ,2136,1324,1013,856,1293,1168,1040,1116,1127,1153,3738343,3739200,-,chr,BSU36290,phosphatase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
glcR,1760,1635,796,964,1007,1280,806,1151,1189,1338,3739206,3739982,-,chr,BSU36300,DeoR family transcriptional regulator,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11491085; Product type r: regulator
ssbB,293,182,223,184,180,205,184,251,237,177,3740206,3740547,-,chr,BSU36310,single-strand DNA-binding protein,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 14762004, 16009133, 16549871; Product type f : factor"
ywpG,118,339,68,233,71,340,53,300,279,272,3740624,3741007,-,chr,BSU36320,hypothetical protein,Evidence 5: No homology to any previously reported sequences
ywpF,871,1852,696,1500,674,1758,670,2142,1772,1857,3741182,3741592,+,chr,BSU36330,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
ywpE,67,66,41,40,67,55,28,61,49,64,3741732,3742040,-,chr,BSU36340,sortase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15187182; Product type pe :  enzyme"
ywpD,262,302,190,220,211,265,156,217,237,287,3742384,3743220,+,chr,BSU36350,two-component sensor histidine kinase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 16740923; Product type prc : receptor"
mscL,846,697,648,392,577,469,577,576,545,524,3743267,3743659,-,chr,BSU36360,large-conductance mechanosensitive channel,homopentamer; channel that opens in response to pressure or hypoosmotic shock
fabZ,1632,1546,1219,1158,1164,1404,1085,1291,1441,1317,3743732,3744157,-,chr,BSU36370,(3R)-hydroxymyristoyl-ACP dehydratase,in Pseudomonas aeruginosa this enzyme is a trimer of dimers; essential for membrane formation; performs third step of type II fatty acid biosynthesis; catalyzes dehydration of (3R)-hydroxyacyl-ACP to trans-2-acyl-ACP
rapD,1207,1998,907,1744,889,1978,751,2039,1534,2052,3744349,3745413,+,chr,BSU36380,response regulator aspartate phosphatase,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 17227471; Product type r: regulator
flhP,1181,710,992,647,947,736,848,814,713,741,3745436,3746245,-,chr,BSU36390,flagellar hook-basal body protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type ps:  structure"
flhO,474,592,421,432,418,538,362,598,516,546,3746279,3747091,-,chr,BSU36400,flagellar basal-body rod protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 16621824, 1905667; Product type ps: structure"
mbl,11802,16361,8025,11447,8002,14910,7264,14020,13865,14229,3747254,3748255,-,chr,BSU36410,rod shape-determining protein Mbl,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11290328, 12530960, 14588250, 15745453, 17064365; Product type f: factor"
spoIIID,23,9,38,5,39,12,27,5,6,13,3748421,3748702,-,chr,BSU36420,transcriptional regulator,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15598884, 9023218, 9324264; Product type r: regulator"
usd,2,4,7,7,8,6,4,6,6,10,3748717,3748827,-,chr,BSU36430,required for translation of spoIIID,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 9023218; Product type ph : phenotype"
ywoH,162,266,143,266,180,330,142,342,240,296,3749052,3749465,+,chr,BSU36440,MarR family transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
ywoG,744,459,625,417,820,463,568,575,434,509,3749487,3750677,+,chr,BSU36450,efflux transporter,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pt: transporter"
ywoF,1236,1486,912,1374,942,1311,804,1541,1140,1288,3750768,3752174,-,chr,BSU36460,pectate lyase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15266115; Product type pe :  enzyme"
pucI,45,27,39,13,82,41,51,19,22,30,3752280,3753752,-,chr,BSU36470,allantoin permease,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11344136, 12029039, 15849754, 16850406; Product type t: transporter"
ywoD,320,210,245,200,302,223,233,185,137,227,3753933,3755291,-,chr,BSU36480,efflux transporter,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pt: transporter"
ywoC,197,194,136,152,159,178,144,170,188,190,3755291,3755860,-,chr,BSU36490,hydrolase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
ywoB,96,48,56,33,78,58,64,59,43,44,3756044,3756508,-,chr,BSU36500,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
amtB,458,283,186,122,354,235,198,129,188,260,3756790,3758004,+,chr,BSU36510,ammonium transporter,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 14600241, 15849754, 16850406, 17001076; Product type t: transporter"
glnK,153,211,76,180,94,167,79,163,180,259,3758016,3758366,+,chr,BSU36520,nitrogen-regulated PII-like regulator protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 14600241, 17001076; Product type r: regulator"
bcrC,3427,3053,2832,2181,2726,2569,2708,2864,2641,2667,3758547,3759128,+,chr,BSU36530,undecaprenyl pyrophosphate phosphatase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 12486040, 14612242, 15838020, 15849754, 15946938, 16850406; Product type e : enzyme"
